name,h_index,organization_name,id,publication_num
"Akbulyakova, E. N.",0,Perm National Research Polytechnic University,209170,1
"Istomina, K.",0,Perm National Research Polytechnic University,209171,1
"Kabanov, Vladimir S.",1,Perm National Research Polytechnic University,209172,1
"Besukladnikov, I. I.",1,Perm National Research Polytechnic University,209173,1
"Gushchina, L. A.",0,Perm State Humanitarian Pedagogical University,209174,1
"Karaseva, Tatyana V.",2,Perm State National Research University,209175,9
"Efim, Kon",0,Perm National Research Polytechnic University,209177,1
"Nechaev, A. N.",2,Perm National Research Polytechnic University,209179,6
"Vlasov, Sergey S.",1,Perm National Research Polytechnic University,209180,1
"Tarasov, S. V.",0,Perm National Research Polytechnic University,209181,1
"Schitsin, V. Yu",1,Perm National Research Polytechnic University,209182,1
"Maximov, P. V.",1,Perm National Research Polytechnic University,209183,1
"Speshilov, Pavel",1,Perm National Research Polytechnic University,209185,1
"Emel’yanov, E. O.",1,Perm National Research Polytechnic University,209186,1
"Butakova, Mariia",1,Perm National Research Polytechnic University,209187,1
"Spirin, Michael V.",0,Perm National Research Polytechnic University,209188,1
"Kurzanov, A. D.",0,Perm National Research Polytechnic University,209189,1
"Sokolova, M. M.",2,Perm National Research Polytechnic University,209190,7
"Gnedina, E. S.",1,Perm National Research Polytechnic University,209191,2
"Ponomare, I. S.",0,Perm National Research Polytechnic University,209192,1
"Saraikina, K. A.",1,Perm National Research Polytechnic University,209193,1
"Chetin, V. A.",0,Perm National Research Polytechnic University,209194,1
"Zakharova, N. Ya",0,Perm National Research Polytechnic University,209195,1
"Poroshin, Igor",0,Perm National Research Polytechnic University,209196,1
"Grigorieva, Yuliya",0,Perm National Research Polytechnic University,209197,1
"Derevyankina, A. L.",0,Perm National Research Polytechnic University,209198,1
"Travush, Vladimir Iljich",7,,209199,49
"Pestereva, Tatiana",0,Perm National Research Polytechnic University,209201,1
"Nugumanov, Alexey D.",1,,209203,3
"Sukhorukova, M. G.",0,Perm National Research Polytechnic University,209204,1
"Votinov, M. V.",1,Perm National Research Polytechnic University,209205,1
"Bogdanets, E. S.",0,Perm National Research Polytechnic University,209206,2
"Snegiryova, M. V.",0,Perm National Research Polytechnic University,209207,1
"Maximova, S. V.",0,Perm National Research Polytechnic University,209208,1
"Varzanosov, P.",1,Perm National Research Polytechnic University,209209,1
"Averyanova, E. M.",0,Perm National Research Polytechnic University,209210,1
"Kudrushov, E. V.",0,Perm National Research Polytechnic University,209211,1
"Rastorgueva, Elena N.",0,Perm National Research Polytechnic University,209212,1
"Babentsova, Lyudmila P.",0,Perm National Research Polytechnic University,209213,1
"Garipova, D. A.",0,Perm National Research Polytechnic University,209214,1
"Vataleva, M. V.",0,Perm National Research Polytechnic University,209215,1
"Konstantinov, Yu A.",5,"RAS - Perm Federal Research Center, Ural Branch",209216,19
"Medvedeva, O. S.",0,Perm National Research Polytechnic University,209218,1
"Sokolova, O.",1,Perm National Research Polytechnic University,209220,1
"Kozhemyakin, Leonid V.",0,Perm National Research Polytechnic University,209221,1
"Tyatenkov, I. A.",0,Perm National Research Polytechnic University,209223,1
"Korolev, E. I.",0,Perm National Research Polytechnic University,209224,1
"Khanipov, E. F.",1,Perm National Research Polytechnic University,209225,1
"Nagimov, D. R.",1,Perm National Research Polytechnic University,209226,1
"Gataulin, T. V.",1,Perm National Research Polytechnic University,209227,1
"Soshina, Tatyana O.",2,Perm National Research Polytechnic University,209229,2
"Basargin, S. D.",0,Perm National Research Polytechnic University,209230,1
"Burylov, A. V.",1,Perm National Research Polytechnic University,209231,1
"Zil'berman, M. V.",1,Perm National Research Polytechnic University,209233,7
"Kovalenko, Marina P.",0,Perm National Research Polytechnic University,209234,1
"Zakharenko, Grigory N.",1,Perm National Research Polytechnic University,209235,1
"Portalov, N.",1,Perm National Research Polytechnic University,209236,1
"Solonitsin, Roman",1,Perm National Research Polytechnic University,209237,1
"Mironova, S. A.",0,Perm National Research Polytechnic University,209239,1
"Shestakov, Alexander V.",4,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209240,10
"Zalesskiy, Evgeniy",0,Perm National Research Polytechnic University,209241,1
"Vlasov, S. S.",1,Perm National Research Polytechnic University,209242,1
"Dolgovechnyi, A. V.",0,Perm National Research Polytechnic University,209243,1
"Bogdanov, K. V.",1,Perm National Research Polytechnic University,209244,2
"Shevyakov,",1,Perm National Research Polytechnic University,209245,1
"Avdeeva, K. V.",0,Perm National Research Polytechnic University,209246,1
"Topekha, Tatiana",0,Perm National Research Polytechnic University,209247,1
"Popova, N. P.",1,Perm National Research Polytechnic University,209249,1
"Sal'Nikov, A. F.",1,Perm National Research Polytechnic University,209251,1
"Zuyko, V. Yu",0,Perm National Research Polytechnic University,209252,2
"Vedeneeva, Lidia M.",5,Perm National Research Polytechnic University,209253,11
"Nosenko, E. A.",1,Perm National Research Polytechnic University,209254,1
"Ziganshina, Daria",0,Perm National Research Polytechnic University,209255,1
"Lubchik, Olga",1,Perm National Research Polytechnic University,209256,1
"Kobiakov, Dmitrii",1,Perm National Research Polytechnic University,209257,1
"Kozlova, Olga D.",1,Perm National Research Polytechnic University,209258,1
"Burova, Olga",0,Perm National Research Polytechnic University,209259,1
"Seletkova, Guzel",0,Perm National Research Polytechnic University,209261,1
"Lukovnikov, Nikita",0,Perm National Research Polytechnic University,209262,1
"Korotayev, Aleksandr Dmitrievich",0,Perm National Research Polytechnic University,209263,1
"Markova, Nina Anatolyevna",0,Perm National Research Polytechnic University,209265,1
"Bekmansurov, Marat R.",0,,209267,2
"Sajenkov, N.",0,Perm National Research Polytechnic University,209269,1
"Tsinker, M. Yu",4,,209270,21
"Abdullin, Aleksandr",1,Perm National Research Polytechnic University,209271,1
"Trapeznikov, N. V.",0,Perm National Research Polytechnic University,209272,1
"Kul’met’ev, A. A.",1,Perm National Research Polytechnic University,209273,1
"Kirill, Vyatkin",0,Perm National Research Polytechnic University,209274,1
"Neverova, Julia S.",0,Perm National Research Polytechnic University,209275,1
"Dudarev, D. S.",1,Perm National Research Polytechnic University,209277,1
"Genson, Evgeniy M.",1,Perm National Research Polytechnic University,209278,2
"Salikhova, N. K.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209279,3
"Leyzgold, K.",0,Perm National Research Polytechnic University,209280,1
"Pavlogradskii, V. V.",1,Perm National Research Polytechnic University,209281,1
"Irina, Antsiferova",1,Perm National Research Polytechnic University,209282,1
"Vladikin, Anatoly A.",0,Perm National Research Polytechnic University,209283,1
"Shilova, Yu A.",0,Perm National Research Polytechnic University,209284,1
"Shakirov, R. K.",0,Perm National Research Polytechnic University,209285,1
"Pestrikov, S. A.",1,Perm National Research Polytechnic University,209286,1
"Semicheva, A. I.",0,Perm National Research Polytechnic University,209287,1
"Demina, E. N.",1,Perm National Research Polytechnic University,209288,1
"Perminova, Anna",1,Perm National Research Polytechnic University,209289,1
"Bobrovskij, Nikolaj M.",10,Togliatti State University,209290,39
"Knyazev, A. A.",0,Perm National Research Polytechnic University,209291,1
"Sharifova, E. G.",1,Perm National Research Polytechnic University,209292,1
"Mityushkina, Elena N.",0,Perm National Research Polytechnic University,209293,1
"Shaidurova,",1,Perm National Research Polytechnic University,209294,1
"Stolbov, Valeriy Y.",0,Perm National Research Polytechnic University,209295,1
"Yugai, S. S.",2,Perm National Research Polytechnic University,209296,7
"Zemlanuhin, A.",1,Perm National Research Polytechnic University,209297,1
"Dуshluyk, M. A.",1,Perm National Research Polytechnic University,209299,1
"Vinokurov, A. I.",1,Perm National Research Polytechnic University,209300,1
"Burgart, Yanina V.",18,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",209301,211
"Kotelnikova, Anastasia",0,Perm National Research Polytechnic University,209302,1
"Dmitryukov, Maxim",0,Perm National Research Polytechnic University,209303,1
"Nesterov, Alexander",0,Perm National Research Polytechnic University,209304,1
"Kutovoy, S. N.",0,Perm National Research Polytechnic University,209305,1
"Bilous, O. A.",0,Perm National Research Polytechnic University,209306,1
"Byrgonytdinov, A. M.",0,Perm National Research Polytechnic University,209307,1
"Rudakova, O. A.",0,Perm National Research Polytechnic University,209308,1
"Kovyazin, Aleksei V.",1,Perm National Research Polytechnic University,209309,1
"Bacheva, N. Yu",1,Perm National Research Polytechnic University,209310,1
"Alexey, Zaitsev",2,Perm National Research Polytechnic University,209311,2
"Orlova, E. N.",0,Perm National Research Polytechnic University,209312,1
"Suhanov, Andrej",0,Perm National Research Polytechnic University,209313,1
"Korobov, G. Yu",7,Saint Petersburg Mining University,209314,17
"Beliaev, Anton Yu",6,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209315,26
"Makarova, E. Yu",1,Perm National Research Polytechnic University,209316,7
"Rogozin, Yu I.",0,Perm National Research Polytechnic University,209317,1
"Rybin, Stanislav Vasilyevich",1,Perm National Research Polytechnic University,209318,1
"Soldatenko, N. A.",0,Perm National Research Polytechnic University,209319,1
"Balabanov, S. D.",1,Perm National Research Polytechnic University,209320,1
"Darya, Dokuchaeva",1,Perm National Research Polytechnic University,209321,1
"Tumanov, Vyacheslav V.",1,Perm National Research Polytechnic University,209322,1
"Katysheva, Anastasia Yu",1,Perm National Research Polytechnic University,209323,1
"Vnutskikh, A. Y.",0,Perm National Research Polytechnic University,209324,1
"Bochkova, Sofya D.",2,"St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)",209325,7
"Perevoznikov, Victor Konstantinovich",0,Perm National Research Polytechnic University,209326,1
"Jarushin, Stanislav G.",0,Perm National Research Polytechnic University,209328,1
"Bul’bovich, R. V.",1,Perm National Research Polytechnic University,209329,1
"Starkov, I. N.",0,Perm National Research Polytechnic University,209330,1
"Nadymov, A. N.",1,,209331,2
"Belonogov, N. S.",1,Perm National Research Polytechnic University,209333,1
"Kloyan, A. N.",0,Perm National Research Polytechnic University,209334,1
"Suleymanov, R. N.",0,Perm National Research Polytechnic University,209335,1
"Tuktamysheva, Yu A.",0,Perm National Research Polytechnic University,209336,1
"Elantseva, E. N.",1,Perm National Research Polytechnic University,209337,1
"Artyomov, Arseny O.",1,Perm National Research Polytechnic University,209338,1
"Vasenin, V. I.",0,Perm National Research Polytechnic University,209339,5
"Ilinyh, Artem Valerevich",1,Perm National Research Polytechnic University,209340,1
"Krokha, Elizaveta B.",0,Perm National Research Polytechnic University,209341,1
"Gorchakov, A. I.",3,,209342,4
"Sabirov, D. O.",1,Perm National Research Polytechnic University,209343,1
"Plyusnin, Alexander",0,Perm National Research Polytechnic University,209344,1
"Prudnikov, A.",0,Perm National Research Polytechnic University,209346,1
"Kulmetieva, V. B.",0,Perm National Research Polytechnic University,209347,1
"Zhulanova, A. E.",0,Perm National Research Polytechnic University,209348,1
"Murаtоv, Kаrim Rаvileviсh",0,Perm National Research Polytechnic University,209349,1
"Sharafutdinov, Kamil B.",0,Perm National Research Polytechnic University,209350,1
"Kravtzov, Y. I.",1,Perm National Research Polytechnic University,209351,1
"Zhikina, L. A.",1,Perm National Research Polytechnic University,209352,1
"Alexandr, Surkov",1,Perm National Research Polytechnic University,209353,1
"Golubev, Viktor",1,Perm National Research Polytechnic University,209354,1
"Burko, Viktor A.",0,Perm National Research Polytechnic University,209355,1
"Tsepennikov, Maxim V.",1,Perm National Research Polytechnic University,209356,1
"Plotnikova, O. A.",1,,209357,3
"Khlebnikova, Marina",0,Perm National Research Polytechnic University,209359,1
"Deryushev, A. B.",0,Perm National Research Polytechnic University,209362,1
"Vaysman, Yakov Iosifovich",1,Perm National Research Polytechnic University,209363,1
"Narbekov, Renat R.",1,Perm National Research Polytechnic University,209364,1
"Kobeleva, Asiya R.",2,Perm National Research Polytechnic University,209365,2
"Smirnov, S. A.",1,Perm National Research Polytechnic University,209366,1
"Gorozhankin, A. I.",0,Perm National Research Polytechnic University,209367,1
"Khimenko, Ludmila L.",0,Perm National Research Polytechnic University,209368,1
"Matushkin, M. N.",1,Perm National Research Polytechnic University,209369,1
"Timofeeva, Galina",0,Perm National Research Polytechnic University,209370,1
"Bolotin, A. V.",2,Perm National Research Polytechnic University,209371,4
"Shaydullin, Roman",0,Perm National Research Polytechnic University,209372,1
"Fedoseeva, O. A.",0,Perm National Research Polytechnic University,209373,1
"Mekhonin, O. N.",0,Perm National Research Polytechnic University,209374,1
"Baryshnikov, I. N.",0,Perm National Research Polytechnic University,209375,1
"Novokreshchennykh, E. N.",0,Perm National Research Polytechnic University,209376,1
"Krylov, Valery A.",1,Perm National Research Polytechnic University,209378,8
"Kremlev, S. S.",1,Perm National Research Polytechnic University,209379,1
"Trubitsyn, A. V.",1,Perm National Research Polytechnic University,209380,1
"Chervenko, Yuliya",0,Perm National Research Polytechnic University,209382,1
"Vindokurov, Ilya V.",0,Perm National Research Polytechnic University,209384,1
"Lobov, N. V.",1,Perm National Research Polytechnic University,209385,1
"Chainikova, Galina R.",1,Perm National Research Polytechnic University,209386,1
